dataset_id,scenario_id,outer_fold,source_rows,target_rows,raw_features,encoded_features,numeric_features,categorical_features,ordinal_features,boolean_features,source_missing_before,target_missing_before,source_missing_after,target_missing_after,unseen_target_category_occurrences,unseen_target_category_columns,source_all_finite,target_all_finite,canonical_or_scenario_input_sha256,split_protocol_sha256,preprocessing_config_sha256,split_sha256
vehicle_silhouettes,default,0,676,170,18,18,18,0,0,0,0,0,0,0,0,[],True,True,c0507977add20d390908e1c8c7a062c6b6ca6541c4dc869a44c13794ca49a398,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,7e0c39bed4f1abbfa9fdae3708fbeea80d5601513266d000e6913b22456920a1
vehicle_silhouettes,default,1,677,169,18,18,18,0,0,0,0,0,0,0,0,[],True,True,c0507977add20d390908e1c8c7a062c6b6ca6541c4dc869a44c13794ca49a398,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2c8e528dd8d46c265f30cf0704819ec4b283548bf0d7db3641b16de92fcf7ad9
vehicle_silhouettes,default,2,677,169,18,18,18,0,0,0,0,0,0,0,0,[],True,True,c0507977add20d390908e1c8c7a062c6b6ca6541c4dc869a44c13794ca49a398,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,bc23f39d524bb527b7bb472777f5236fed39f477c5b6bc5e77add606c35525b3
vehicle_silhouettes,default,3,677,169,18,18,18,0,0,0,0,0,0,0,0,[],True,True,c0507977add20d390908e1c8c7a062c6b6ca6541c4dc869a44c13794ca49a398,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,073fc2bfc57cd16f82c301e47eba7f1d8625be4ecf62836d7f6e15f9db34724e
vehicle_silhouettes,default,4,677,169,18,18,18,0,0,0,0,0,0,0,0,[],True,True,c0507977add20d390908e1c8c7a062c6b6ca6541c4dc869a44c13794ca49a398,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,ce22904af31be9f571008d78caef51d5504a78ced5915bcfac32c43bdc9bb4d8
image_segmentation,default,0,1848,462,18,18,18,0,0,0,0,0,0,0,0,[],True,True,e9017e8d991e2aa03cfea07890801b98fc755002fb49c488b1c4aed738fbec2c,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,1d872835c7fb636d2ae2f8ec301f751d11423ed9ce354f2dfb4f9d69c0bfc630
image_segmentation,default,1,1848,462,18,18,18,0,0,0,0,0,0,0,0,[],True,True,e9017e8d991e2aa03cfea07890801b98fc755002fb49c488b1c4aed738fbec2c,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,901127867b0dcb9f5f12de5432d480c232a4f79059667bf11df53fd7f54e2693
image_segmentation,default,2,1848,462,18,18,18,0,0,0,0,0,0,0,0,[],True,True,e9017e8d991e2aa03cfea07890801b98fc755002fb49c488b1c4aed738fbec2c,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,bb6a80595049a7bae9eb4932bf9f2deed598c04d219db10a65a077178a829e56
image_segmentation,default,3,1848,462,18,18,18,0,0,0,0,0,0,0,0,[],True,True,e9017e8d991e2aa03cfea07890801b98fc755002fb49c488b1c4aed738fbec2c,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,409c257c4dd23a5f60c0194e88c7fca7b9c87786dd3359de23501db026190aec
image_segmentation,default,4,1848,462,18,18,18,0,0,0,0,0,0,0,0,[],True,True,e9017e8d991e2aa03cfea07890801b98fc755002fb49c488b1c4aed738fbec2c,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,35f3948947041b3644dfd08190e8cee0d1e2832f0ce693bf111af301e48f316c
satimage,default,0,5144,1286,36,36,36,0,0,0,0,0,0,0,0,[],True,True,8e702b9bbdc62768177559086a346cb6a1325977914749d51348e8430355efbf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,3dfa9c1e065ed558e3e2a42148ee2aa82310ac66947f6daa306cc12ddb1ad41a
satimage,default,1,5144,1286,36,36,36,0,0,0,0,0,0,0,0,[],True,True,8e702b9bbdc62768177559086a346cb6a1325977914749d51348e8430355efbf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,fd879c5653ee122779cb1f640a083af6c92da7bb8b83094dd6264086f648214b
satimage,default,2,5144,1286,36,36,36,0,0,0,0,0,0,0,0,[],True,True,8e702b9bbdc62768177559086a346cb6a1325977914749d51348e8430355efbf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,4a2cea56aef0f5a1d19a41f5cf04bb6c052ce3a8c60029757e2b6f6b127650ed
satimage,default,3,5144,1286,36,36,36,0,0,0,0,0,0,0,0,[],True,True,8e702b9bbdc62768177559086a346cb6a1325977914749d51348e8430355efbf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,0bd936c36628193dd5628fb056bf1a73c695b40138aed419b8de8cac1bbeb063
satimage,default,4,5144,1286,36,36,36,0,0,0,0,0,0,0,0,[],True,True,8e702b9bbdc62768177559086a346cb6a1325977914749d51348e8430355efbf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,7a3cd1afe960fe912e53d68a31421e1d9419c99779c88bb21cc32721003f8212
pendigits,default,0,8793,2199,16,16,16,0,0,0,0,0,0,0,0,[],True,True,e065779699b3acda40abd0b01e76c6cc6adcd12338c4a55bf084f8e8e362629e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,87041798c6732e7b1da04db028a6e6feac43bb715b3d022ddf0b2b90afaeb385
pendigits,default,1,8793,2199,16,16,16,0,0,0,0,0,0,0,0,[],True,True,e065779699b3acda40abd0b01e76c6cc6adcd12338c4a55bf084f8e8e362629e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,df797e0f2bdc500bd24843173ff3e384be593e24007a98454ca3fb28e6c851f0
pendigits,default,2,8794,2198,16,16,16,0,0,0,0,0,0,0,0,[],True,True,e065779699b3acda40abd0b01e76c6cc6adcd12338c4a55bf084f8e8e362629e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,600a3d4ebacdd8df11c994252e04230ea60faff6882283d1d4b350748f3f8c12
pendigits,default,3,8794,2198,16,16,16,0,0,0,0,0,0,0,0,[],True,True,e065779699b3acda40abd0b01e76c6cc6adcd12338c4a55bf084f8e8e362629e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,e01dcf842999b6778d07652345d9c3d34fd7f058e67ded19449fa8105db28b77
pendigits,default,4,8794,2198,16,16,16,0,0,0,0,0,0,0,0,[],True,True,e065779699b3acda40abd0b01e76c6cc6adcd12338c4a55bf084f8e8e362629e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,1931899278b87e9623bbc0c5781b99c70b0bbe85590c7898728a720ca7f0a437
optdigits,default,0,4496,1124,64,64,64,0,0,0,0,0,0,0,0,[],True,True,e4fcad9bbe56b5d128035baad54b4bf0da8fd86be5cd4328c3121f841695440e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2fbdc322c3cd06b9f8089eefc4ea1c5c349c26cf3b402e40a70fcefa2a62f139
optdigits,default,1,4496,1124,64,64,64,0,0,0,0,0,0,0,0,[],True,True,e4fcad9bbe56b5d128035baad54b4bf0da8fd86be5cd4328c3121f841695440e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,a58e0189fff9819113053ee53bb3c9042ac93675c6199598c0a5162260035208
optdigits,default,2,4496,1124,64,64,64,0,0,0,0,0,0,0,0,[],True,True,e4fcad9bbe56b5d128035baad54b4bf0da8fd86be5cd4328c3121f841695440e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,6d26dee16fd36a14a3c18b6b60ac1d33fbdd50785c23742cc08b4dea9998be22
optdigits,default,3,4496,1124,64,64,64,0,0,0,0,0,0,0,0,[],True,True,e4fcad9bbe56b5d128035baad54b4bf0da8fd86be5cd4328c3121f841695440e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,d1b90dff53ec9dee4e1206ca7a5ad5040eb1a5666bf2ce230611d732e75a80df
optdigits,default,4,4496,1124,64,64,64,0,0,0,0,0,0,0,0,[],True,True,e4fcad9bbe56b5d128035baad54b4bf0da8fd86be5cd4328c3121f841695440e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,439ce4cfc5399d42e849198aece8903ba0e85c068519df3bcc338157c18399bc
letter_recognition,default,0,16000,4000,16,16,16,0,0,0,0,0,0,0,0,[],True,True,a21977d09b6b9b1f163d1e3d027900639183d0ce004d9b67193a04bb8465c146,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,a940306c927623bce0f70001d9283634e9b6cedc37737e399804f7af3391122e
letter_recognition,default,1,16000,4000,16,16,16,0,0,0,0,0,0,0,0,[],True,True,a21977d09b6b9b1f163d1e3d027900639183d0ce004d9b67193a04bb8465c146,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,bc5c13441e36d7a000e8a0301da42b1b6d7fa0a2547ae4a2f0e259c90227789a
letter_recognition,default,2,16000,4000,16,16,16,0,0,0,0,0,0,0,0,[],True,True,a21977d09b6b9b1f163d1e3d027900639183d0ce004d9b67193a04bb8465c146,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,90b998542d189b0d5a935a76b0d8b096fa4239059baa6b365f18a2d674866b91
letter_recognition,default,3,16000,4000,16,16,16,0,0,0,0,0,0,0,0,[],True,True,a21977d09b6b9b1f163d1e3d027900639183d0ce004d9b67193a04bb8465c146,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,ae0f608b3773bb70b73da53a0413e4da5ef1dde7eb877963cc280e4a14f62606
letter_recognition,default,4,16000,4000,16,16,16,0,0,0,0,0,0,0,0,[],True,True,a21977d09b6b9b1f163d1e3d027900639183d0ce004d9b67193a04bb8465c146,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2209ffd1b34b6d75df1450ec396bb124c04771f4f4cdfb64ddb68a83b43f1825
banknote_authentication,default,0,1097,275,4,4,4,0,0,0,0,0,0,0,0,[],True,True,445ead712220b311e3ec7121840f3305395773e51d1ddc83a5fc0bfd45183a7d,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,48e3d03fada9b0f7ec0fe6de095477bdf3af5295cd167cab13dafffd8f3978cf
banknote_authentication,default,1,1097,275,4,4,4,0,0,0,0,0,0,0,0,[],True,True,445ead712220b311e3ec7121840f3305395773e51d1ddc83a5fc0bfd45183a7d,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,989b36386975ed72da9c64470a3165c19f2059106c53b65ccaebc94ef38ad7f3
banknote_authentication,default,2,1098,274,4,4,4,0,0,0,0,0,0,0,0,[],True,True,445ead712220b311e3ec7121840f3305395773e51d1ddc83a5fc0bfd45183a7d,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,7a1289a01023de1fb87f4b67adb9c7d93e2b2c5fdf65d8015c9ead82596ec2b8
banknote_authentication,default,3,1098,274,4,4,4,0,0,0,0,0,0,0,0,[],True,True,445ead712220b311e3ec7121840f3305395773e51d1ddc83a5fc0bfd45183a7d,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,5eba995e198c507a00aac8c754fb408f47abb90e5ffb8ababa0430b681b51f70
